176	0.0	0.0	0.0
196	0.0	0.0	0.0
217	0.0	0.0	0.0
240	0.0	0.0	0.0
260	0.0	0.0	0.0
280	0.0	0.0	0.0
300	0.0	0.0	0.0
321	0.0	0.0	0.0
341	0.0	0.0	0.0
361	0.0	0.0	0.0
381	0.0	0.0	0.0
401	0.0	0.0	0.0
421	0.0	0.0	0.0
442	0.0	0.0	0.0
462	0.0	0.0	0.0
482	0.0	0.0	0.0
502	0.0	0.0	0.0
523	0.0	0.0	0.0
543	380.0	0.0	0.31
563	1772.5	0.0	0.44
583	1162.5	0.0	0.4
603	1260.0	0.0	0.47
623	6280.0	0.0	0.49
643	1700.0	0.0	0.49
663	800.0	0.0	0.48
683	1140.0	0.0	0.5
704	2895.2380952380954	0.0	0.4666666666666667
724	2220.0	0.0	0.45
744	1880.0	0.0	0.48
764	380.0	0.0	0.51
784	200.0	0.0	0.5
804	240.0	0.0	0.5
824	320.0	0.0	0.51
844	480.0	0.0	0.5
865	342.85714285714283	0.0	0.47619047619047616
885	640.0	0.0	0.5
905	780.0	0.0	0.5
925	1740.0	0.0	0.48
945	860.0	0.0	0.5
965	540.0	0.0	0.51
985	600.0	0.0	0.5
1005	19960.0	0.0	0.49
1026	30361.904761904763	0.0	0.4857142857142857
1046	21620.0	0.0	0.49
1066	6980.0	0.0	0.5
1086	10100.0	0.0	0.51
1106	5360.0	0.0	0.5
1126	7740.0	0.0	0.5
1146	25200.0	0.0	0.5
1166	14160.0	0.0	0.51
1186	11780.0	0.0	0.49
1207	8952.380952380952	0.0	0.47619047619047616
1227	8740.0	0.0	0.51
1247	5260.0	0.0	0.5
1267	4580.0	0.0	0.47
1287	8040.0	0.0	0.17
1307	40.0	0.0	0.12
1327	2340.0	0.0	0.35
1347	3340.0	0.0	0.5
1372	944.0	0.0	0.304
1393	1142.857142857143	0.0	0.1619047619047619
1413	1600.0	0.0	0.18
1447	22247.058823529413	0.0	0.4470588235294118
1467	380.0	0.0	0.44
1488	1238.095238095238	0.0	0.24761904761904763
1508	2525.0	0.0	0.54
1532	2466.6666666666665	0.0	0.20833333333333334
1552	20.0	0.0	0.07
1572	60.0	0.0	0.07
1592	0.0	0.0	0.0
1612	420.0	0.0	0.1
1632	280.0	0.0	0.28
1652	6760.0	0.0	0.48
1672	1200.0	0.0	0.01
1693	95.23809523809524	38.095238095238095	0.11428571428571428
1713	0.0	0.0	0.0
1733	0.0	0.0	0.0
1753	2920.0	0.0	0.19
1773	380.0	0.0	0.5
1793	360.0	0.0	0.44
1813	40.0	0.0	0.04
1833	580.0	0.0	0.21
1854	114.28571428571429	0.0	0.24761904761904763
1874	640.0	0.0	0.29
1894	1120.0	0.0	0.19
1914	920.0	0.0	0.24
1934	400.0	0.0	0.36
1954	5160.0	0.0	0.29
1974	2060.0	0.0	0.5
1995	247.61904761904762	0.0	0.38095238095238093
2015	1900.0	0.0	0.45
2035	1940.0	3120.0	0.46
2055	4660.0	380.0	0.5
2075	11080.0	1180.0	0.5
2095	9300.0	100.0	0.5
2115	12280.0	0.0	0.48
2135	5220.0	0.0	0.48
2155	3620.0	0.0	0.44
2175	6280.0	0.0	0.45
2196	14780.952380952382	380.95238095238096	0.4666666666666667
2216	1620.0	0.0	0.22
2236	940.0	0.0	0.08
2256	1940.0	0.0	0.48
2276	1140.0	0.0	0.5
2297	1238.095238095238	0.0	0.47619047619047616
2317	1440.0	0.0	0.5
2337	2660.0	0.0	0.51
2357	1360.0	0.0	0.5
2377	300.0	0.0	0.37
2397	940.0	0.0	0.41
2417	4580.0	0.0	0.46
2437	33540.0	0.0	0.37
2458	819.047619047619	0.0	0.3047619047619048
2478	5320.0	0.0	0.5
2498	2700.0	0.0	0.49
2518	3800.0	0.0	0.5
2538	3160.0	0.0	0.48
2558	640.0	0.0	0.4
2578	360.0	0.0	0.1
2599	1509.5238095238096	0.0	0.1619047619047619
2619	1120.0	0.0	0.11
2639	2740.0	0.0	0.3
2659	1980.0	0.0	0.32
2679	0.0	0.0	0.0
2699	0.0	0.0	0.0
2720	0.0	0.0	0.0
2740	0.0	0.0	0.0
2760	3960.0	0.0	0.32
2780	260.0	1340.0	0.45
2800	6560.0	0.0	0.5
2820	1480.0	0.0	0.47
2840	38220.0	0.0	0.45
2861	22380.95238095238	0.0	0.45714285714285713
2881	10000.0	0.0	0.48
2907	4476.923076923077	0.0	0.5
2927	140.0	0.0	0.09
2947	0.0	0.0	0.0
2967	220.0	0.0	0.14
2987	800.0	0.0	0.36
3009	290.90909090909093	0.0	0.24545454545454545
3029	1160.0	0.0	0.39
